age,job,marital,education,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y,y_binary,cluster,cluster_label
54,technician,married,tertiary,417,yes,no,unknown,jun,375,2,-1,0,unknown,no,0,1,Mass Market
45,management,married,tertiary,1847,no,no,unknown,jun,77,5,-1,0,unknown,no,0,1,Mass Market
57,admin.,divorced,primary,987,no,no,unknown,jun,295,2,-1,0,unknown,no,0,1,Mass Market
57,management,divorced,unknown,0,no,no,unknown,jun,335,3,-1,0,unknown,no,0,1,Mass Market
58,management,divorced,primary,5914,no,no,unknown,jun,69,4,-1,0,unknown,no,0,1,Mass Market
38,entrepreneur,married,secondary,-272,no,yes,unknown,jun,143,2,-1,0,unknown,no,0,1,Mass Market
36,technician,single,tertiary,0,no,no,unknown,jun,153,4,-1,0,unknown,no,0,1,Mass Market
51,admin.,married,secondary,2967,no,no,unknown,jun,83,2,-1,0,unknown,no,0,1,Mass Market
56,management,married,tertiary,21664,no,no,unknown,jun,214,8,-1,0,unknown,no,0,1,Mass Market
46,management,single,primary,538,no,no,unknown,jun,118,3,-1,0,unknown,no,0,1,Mass Market
31,technician,married,secondary,-720,yes,no,unknown,jun,638,16,-1,0,unknown,no,0,1,Mass Market
30,self-employed,divorced,secondary,92,yes,no,unknown,jun,78,10,-1,0,unknown,no,0,1,Mass Market
58,management,married,primary,1136,no,no,unknown,jun,65,3,-1,0,unknown,no,0,1,Mass Market
36,management,married,tertiary,0,no,no,unknown,jun,222,3,-1,0,unknown,no,0,1,Mass Market
35,self-employed,married,tertiary,333,no,no,unknown,jun,78,5,-1,0,unknown,no,0,1,Mass Market
37,services,single,secondary,105,no,yes,unknown,jun,260,4,-1,0,unknown,no,0,1,Mass Market
49,blue-collar,married,secondary,-55,no,no,unknown,jun,150,3,-1,0,unknown,no,0,1,Mass Market
38,blue-collar,married,primary,1262,no,no,unknown,jun,49,2,-1,0,unknown,no,0,1,Mass Market
30,self-employed,married,secondary,421,yes,yes,unknown,jun,62,4,-1,0,unknown,no,0,1,Mass Market
34,management,married,primary,2026,yes,no,unknown,jun,100,8,-1,0,unknown,no,0,1,Mass Market
55,blue-collar,married,primary,2896,no,no,unknown,jun,138,3,-1,0,unknown,no,0,1,Mass Market
56,blue-collar,married,primary,1046,no,yes,unknown,jun,329,13,-1,0,unknown,no,0,1,Mass Market
44,management,married,tertiary,3091,yes,no,unknown,jun,331,4,-1,0,unknown,no,0,1,Mass Market
37,housemaid,single,primary,1088,no,no,unknown,jun,131,2,-1,0,unknown,no,0,1,Mass Market
50,blue-collar,married,unknown,1537,no,no,unknown,jun,24,6,-1,0,unknown,no,0,1,Mass Market
45,blue-collar,married,primary,866,no,no,unknown,jun,319,8,-1,0,unknown,no,0,1,Mass Market
58,self-employed,married,secondary,372,no,no,unknown,jun,315,2,-1,0,unknown,no,0,1,Mass Market
38,technician,married,secondary,403,yes,yes,unknown,jun,99,8,-1,0,unknown,no,0,1,Mass Market
35,management,single,tertiary,1374,no,no,unknown,jun,45,2,-1,0,unknown,no,0,1,Mass Market
38,services,married,secondary,1313,no,no,unknown,jun,33,2,-1,0,unknown,no,0,1,Mass Market
49,entrepreneur,married,secondary,27,no,no,unknown,jun,131,6,-1,0,unknown,no,0,1,Mass Market
50,management,married,tertiary,0,no,no,unknown,jun,117,3,-1,0,unknown,no,0,1,Mass Market
39,blue-collar,married,primary,2169,no,no,unknown,jun,170,2,-1,0,unknown,no,0,1,Mass Market
45,housemaid,married,secondary,698,yes,no,unknown,jun,160,4,-1,0,unknown,no,0,1,Mass Market
48,blue-collar,married,primary,0,no,no,unknown,jun,104,2,-1,0,unknown,no,0,1,Mass Market
55,retired,married,secondary,466,no,no,unknown,jun,287,4,-1,0,unknown,no,0,1,Mass Market
37,services,single,tertiary,718,no,no,unknown,jun,43,1,-1,0,unknown,no,0,1,Mass Market
55,technician,married,primary,1498,no,yes,unknown,jun,345,2,-1,0,unknown,no,0,1,Mass Market
39,admin.,single,tertiary,2600,yes,no,unknown,jun,77,1,-1,0,unknown,no,0,1,Mass Market
50,retired,married,primary,1098,no,no,unknown,jun,168,1,-1,0,unknown,no,0,1,Mass Market
59,retired,married,primary,0,no,no,unknown,jun,192,1,-1,0,unknown,no,0,1,Mass Market
39,blue-collar,married,secondary,123,no,no,unknown,jun,110,1,-1,0,unknown,no,0,1,Mass Market
50,retired,married,secondary,0,yes,yes,unknown,jun,328,3,-1,0,unknown,no,0,1,Mass Market
38,technician,single,tertiary,2496,no,no,unknown,jun,193,1,-1,0,unknown,no,0,1,Mass Market
52,technician,married,unknown,562,no,no,unknown,jun,187,1,-1,0,unknown,no,0,1,Mass Market
43,housemaid,single,primary,103,no,no,unknown,jun,198,1,-1,0,unknown,no,0,1,Mass Market
35,services,single,secondary,361,no,no,unknown,jun,256,1,-1,0,unknown,no,0,1,Mass Market
41,technician,married,secondary,1385,no,no,unknown,jun,145,1,-1,0,unknown,no,0,1,Mass Market
41,management,married,tertiary,676,no,no,unknown,jun,78,1,-1,0,unknown,no,0,1,Mass Market
37,blue-collar,married,secondary,426,no,no,unknown,jun,285,1,-1,0,unknown,no,0,1,Mass Market
41,technician,married,secondary,130,no,no,unknown,jun,160,3,-1,0,unknown,no,0,1,Mass Market
60,management,married,primary,0,no,no,unknown,jun,442,1,-1,0,unknown,no,0,1,Mass Market
48,admin.,single,secondary,-58,no,no,unknown,jun,123,1,-1,0,unknown,no,0,1,Mass Market
55,technician,married,tertiary,2512,yes,no,unknown,jun,166,1,-1,0,unknown,no,0,1,Mass Market
61,retired,married,secondary,296,no,no,unknown,jun,18,1,-1,0,unknown,no,0,1,Mass Market
54,blue-collar,single,unknown,6622,no,no,unknown,jun,83,1,-1,0,unknown,no,0,1,Mass Market
49,management,married,tertiary,391,no,no,unknown,jun,128,1,-1,0,unknown,no,0,1,Mass Market
39,blue-collar,married,primary,1564,no,no,unknown,jun,57,1,-1,0,unknown,no,0,1,Mass Market
48,blue-collar,married,primary,1670,no,no,unknown,jun,145,1,-1,0,unknown,no,0,1,Mass Market
42,entrepreneur,married,tertiary,1654,no,no,unknown,jun,116,1,-1,0,unknown,no,0,1,Mass Market
37,technician,single,secondary,984,no,no,unknown,jun,475,1,-1,0,unknown,no,0,1,Mass Market
47,unemployed,married,secondary,3287,yes,yes,unknown,jun,126,1,-1,0,unknown,no,0,1,Mass Market
50,admin.,married,secondary,-437,yes,yes,unknown,jun,83,1,-1,0,unknown,no,0,1,Mass Market
49,services,married,secondary,494,no,no,unknown,jun,196,4,-1,0,unknown,no,0,1,Mass Market
41,management,married,tertiary,1234,no,no,unknown,jun,68,1,-1,0,unknown,no,0,1,Mass Market
48,admin.,single,primary,1078,no,no,unknown,jun,75,1,-1,0,unknown,no,0,1,Mass Market
35,blue-collar,married,secondary,402,no,yes,unknown,jun,123,1,-1,0,unknown,no,0,1,Mass Market
55,management,single,tertiary,854,yes,yes,unknown,jun,98,4,-1,0,unknown,no,0,1,Mass Market
43,management,married,tertiary,438,no,no,unknown,jun,355,2,-1,0,unknown,no,0,1,Mass Market
53,retired,married,secondary,1296,yes,no,unknown,jun,115,1,-1,0,unknown,no,0,1,Mass Market
39,admin.,married,secondary,1891,no,no,unknown,jun,147,1,-1,0,unknown,no,0,1,Mass Market
57,retired,married,primary,7938,no,no,unknown,jun,133,1,-1,0,unknown,no,0,1,Mass Market
34,blue-collar,single,primary,2040,no,no,unknown,jun,509,4,-1,0,unknown,no,0,1,Mass Market
52,entrepreneur,married,primary,2138,no,no,unknown,jun,134,1,-1,0,unknown,no,0,1,Mass Market
60,blue-collar,married,primary,686,yes,no,unknown,jun,147,2,-1,0,unknown,no,0,1,Mass Market
57,retired,married,primary,5799,no,no,unknown,jun,97,1,-1,0,unknown,no,0,1,Mass Market
36,admin.,single,secondary,810,yes,no,unknown,jun,296,1,-1,0,unknown,no,0,1,Mass Market
42,entrepreneur,married,tertiary,1068,yes,no,unknown,jun,70,8,-1,0,unknown,no,0,1,Mass Market
37,services,single,secondary,3,no,no,unknown,jun,527,1,-1,0,unknown,no,0,1,Mass Market
55,housemaid,divorced,primary,2014,no,no,unknown,jun,156,2,-1,0,unknown,no,0,1,Mass Market
36,self-employed,single,secondary,652,no,no,unknown,jun,187,1,-1,0,unknown,no,0,1,Mass Market
50,blue-collar,married,primary,2190,no,no,unknown,jun,269,1,-1,0,unknown,no,0,1,Mass Market
45,retired,divorced,secondary,1735,no,yes,unknown,jun,306,1,-1,0,unknown,no,0,1,Mass Market
47,management,married,secondary,2892,no,no,unknown,jun,556,1,-1,0,unknown,yes,1,1,Mass Market
43,management,married,tertiary,439,no,no,unknown,jun,71,1,-1,0,unknown,no,0,1,Mass Market
39,self-employed,married,secondary,4722,yes,no,unknown,jun,483,1,-1,0,unknown,no,0,1,Mass Market
45,management,single,tertiary,451,no,no,unknown,jun,881,1,-1,0,unknown,no,0,1,Mass Market
59,retired,divorced,primary,2516,no,no,unknown,jun,404,1,-1,0,unknown,no,0,1,Mass Market
46,housemaid,divorced,primary,2291,no,no,unknown,jun,218,1,-1,0,unknown,no,0,1,Mass Market
48,management,married,tertiary,2837,no,no,unknown,jun,69,1,-1,0,unknown,no,0,1,Mass Market
59,housemaid,divorced,secondary,0,no,no,unknown,jun,98,1,-1,0,unknown,no,0,1,Mass Market
36,blue-collar,married,secondary,7265,no,no,unknown,jun,243,1,-1,0,unknown,no,0,1,Mass Market
44,blue-collar,married,primary,-82,no,yes,unknown,jun,181,1,-1,0,unknown,no,0,1,Mass Market
45,blue-collar,married,primary,4696,no,no,unknown,jun,99,1,-1,0,unknown,no,0,1,Mass Market
41,blue-collar,married,secondary,475,yes,no,unknown,jun,139,3,-1,0,unknown,no,0,1,Mass Market
46,unknown,married,tertiary,5837,no,no,unknown,jun,71,1,-1,0,unknown,no,0,1,Mass Market
35,technician,married,unknown,3,yes,yes,unknown,jun,124,23,-1,0,unknown,no,0,1,Mass Market
48,technician,married,secondary,335,no,no,unknown,jun,214,3,-1,0,unknown,no,0,1,Mass Market
60,retired,single,tertiary,568,no,no,unknown,jun,81,1,-1,0,unknown,no,0,1,Mass Market
38,services,married,primary,175,no,no,unknown,jun,132,2,-1,0,unknown,no,0,1,Mass Market
49,retired,single,primary,25824,no,no,unknown,jun,94,1,-1,0,unknown,no,0,1,Mass Market
57,housemaid,married,primary,1870,no,no,unknown,jun,129,1,-1,0,unknown,no,0,1,Mass Market
44,housemaid,married,tertiary,460,no,no,unknown,jun,491,1,-1,0,unknown,no,0,1,Mass Market
55,management,married,primary,1446,no,no,unknown,jun,135,1,-1,0,unknown,no,0,1,Mass Market
46,housemaid,married,primary,17,no,no,unknown,jun,72,1,-1,0,unknown,no,0,1,Mass Market
55,blue-collar,married,primary,0,no,no,unknown,jun,285,1,-1,0,unknown,no,0,1,Mass Market
47,blue-collar,married,primary,145,no,no,unknown,jun,255,1,-1,0,unknown,no,0,1,Mass Market
38,blue-collar,married,primary,6091,no,no,unknown,jun,189,1,-1,0,unknown,no,0,1,Mass Market
38,services,married,secondary,250,no,no,unknown,jun,72,1,-1,0,unknown,no,0,1,Mass Market
42,entrepreneur,single,tertiary,231,no,no,unknown,jun,241,1,-1,0,unknown,no,0,1,Mass Market
45,blue-collar,married,secondary,530,no,yes,unknown,jun,705,1,-1,0,unknown,no,0,1,Mass Market
39,self-employed,divorced,tertiary,1415,no,no,unknown,jun,134,1,-1,0,unknown,no,0,1,Mass Market
46,management,married,secondary,5559,no,no,unknown,jun,483,1,-1,0,unknown,no,0,1,Mass Market
36,blue-collar,married,primary,214,no,no,unknown,jun,423,1,-1,0,unknown,no,0,1,Mass Market
53,housemaid,single,primary,1238,no,no,unknown,jun,23,3,-1,0,unknown,no,0,1,Mass Market
38,admin.,married,secondary,505,yes,yes,unknown,jun,48,2,-1,0,unknown,no,0,1,Mass Market
55,retired,divorced,primary,925,no,no,unknown,jun,254,1,-1,0,unknown,no,0,1,Mass Market
47,technician,divorced,secondary,431,no,yes,unknown,jun,388,9,-1,0,unknown,no,0,1,Mass Market
53,housemaid,married,secondary,1060,no,no,unknown,jun,107,4,-1,0,unknown,no,0,1,Mass Market
56,retired,divorced,secondary,4,no,no,unknown,jun,135,1,-1,0,unknown,no,0,1,Mass Market
37,self-employed,single,tertiary,1116,no,no,unknown,jun,184,1,-1,0,unknown,no,0,1,Mass Market
42,services,divorced,unknown,651,no,no,unknown,jun,61,1,-1,0,unknown,no,0,1,Mass Market
39,technician,single,secondary,2910,yes,no,unknown,jun,157,5,-1,0,unknown,no,0,1,Mass Market
58,blue-collar,married,primary,73,no,no,unknown,jun,116,1,-1,0,unknown,no,0,1,Mass Market
56,blue-collar,married,primary,0,no,no,unknown,jun,82,2,-1,0,unknown,no,0,1,Mass Market
51,housemaid,divorced,primary,336,no,no,unknown,jun,105,1,-1,0,unknown,no,0,1,Mass Market
47,unknown,married,unknown,1728,no,no,unknown,jun,98,1,-1,0,unknown,no,0,1,Mass Market
37,blue-collar,single,secondary,5818,no,no,unknown,jun,652,2,-1,0,unknown,no,0,1,Mass Market
58,technician,married,secondary,592,no,no,unknown,jun,206,1,-1,0,unknown,no,0,1,Mass Market
59,technician,married,secondary,4322,no,no,unknown,jun,174,1,-1,0,unknown,no,0,1,Mass Market
40,technician,divorced,tertiary,0,no,no,unknown,jun,522,1,-1,0,unknown,yes,1,1,Mass Market
51,blue-collar,married,primary,1869,no,no,unknown,jun,30,3,-1,0,unknown,no,0,1,Mass Market
50,management,single,primary,766,no,no,unknown,jun,174,2,-1,0,unknown,no,0,1,Mass Market
38,blue-collar,married,secondary,5092,yes,no,unknown,jun,145,6,-1,0,unknown,no,0,1,Mass Market
55,blue-collar,married,primary,11,no,no,unknown,jun,150,2,-1,0,unknown,no,0,1,Mass Market
48,management,divorced,tertiary,4961,yes,no,unknown,jun,64,1,-1,0,unknown,no,0,1,Mass Market
38,blue-collar,married,primary,246,no,no,unknown,jun,91,2,-1,0,unknown,no,0,1,Mass Market
40,admin.,married,primary,0,yes,no,unknown,jun,77,1,-1,0,unknown,no,0,1,Mass Market
40,admin.,married,secondary,35,no,no,unknown,jun,78,1,-1,0,unknown,no,0,1,Mass Market
58,blue-collar,married,secondary,544,no,no,unknown,jun,97,1,-1,0,unknown,no,0,1,Mass Market
39,management,married,tertiary,2043,yes,no,unknown,jun,85,1,-1,0,unknown,no,0,1,Mass Market
39,management,married,tertiary,1191,no,no,unknown,jun,139,1,-1,0,unknown,no,0,1,Mass Market
43,entrepreneur,divorced,tertiary,1756,no,no,unknown,jun,89,1,-1,0,unknown,no,0,1,Mass Market
38,blue-collar,married,secondary,702,no,no,unknown,jun,92,2,-1,0,unknown,no,0,1,Mass Market
36,blue-collar,single,primary,2491,no,yes,unknown,jun,168,2,-1,0,unknown,no,0,1,Mass Market
58,retired,divorced,secondary,0,no,no,unknown,jun,436,5,-1,0,unknown,no,0,1,Mass Market
53,blue-collar,married,secondary,1653,no,no,unknown,jun,88,2,-1,0,unknown,no,0,1,Mass Market
35,blue-collar,single,secondary,507,no,no,unknown,jun,43,6,-1,0,unknown,no,0,1,Mass Market
46,unknown,single,secondary,0,no,no,unknown,jun,156,4,-1,0,unknown,no,0,1,Mass Market
42,blue-collar,married,secondary,193,yes,no,unknown,jun,171,1,-1,0,unknown,no,0,1,Mass Market
52,services,married,secondary,517,yes,no,unknown,jun,180,1,-1,0,unknown,no,0,1,Mass Market
40,entrepreneur,married,secondary,780,yes,no,unknown,jun,163,1,-1,0,unknown,no,0,1,Mass Market
46,blue-collar,married,secondary,1270,yes,no,unknown,jun,277,1,-1,0,unknown,no,0,1,Mass Market
51,blue-collar,married,primary,48,no,yes,unknown,jun,130,1,-1,0,unknown,no,0,1,Mass Market
48,blue-collar,married,secondary,1562,no,no,unknown,jun,50,2,-1,0,unknown,no,0,1,Mass Market
39,blue-collar,married,secondary,679,yes,no,unknown,jun,341,1,-1,0,unknown,no,0,1,Mass Market
44,management,divorced,tertiary,1467,no,no,unknown,jun,49,1,-1,0,unknown,no,0,1,Mass Market
44,blue-collar,married,secondary,1678,yes,no,unknown,jun,120,1,-1,0,unknown,no,0,1,Mass Market
37,housemaid,married,secondary,942,no,no,unknown,jun,79,1,-1,0,unknown,no,0,1,Mass Market
45,blue-collar,married,secondary,521,yes,no,unknown,jun,259,3,-1,0,unknown,no,0,1,Mass Market
44,management,married,primary,2276,yes,no,unknown,jun,321,1,-1,0,unknown,no,0,1,Mass Market
35,technician,single,tertiary,5251,yes,no,unknown,jun,176,15,-1,0,unknown,no,0,1,Mass Market
53,technician,divorced,secondary,305,no,yes,unknown,jun,192,1,-1,0,unknown,no,0,1,Mass Market
45,housemaid,married,primary,3,yes,yes,unknown,jun,128,1,-1,0,unknown,no,0,1,Mass Market
35,admin.,married,secondary,76,no,yes,unknown,jun,107,1,-1,0,unknown,no,0,1,Mass Market
37,housemaid,divorced,primary,608,no,no,unknown,jun,108,1,-1,0,unknown,no,0,1,Mass Market
36,management,married,tertiary,531,yes,no,unknown,jun,187,2,-1,0,unknown,no,0,1,Mass Market
39,blue-collar,single,primary,1522,no,no,unknown,jun,164,4,-1,0,unknown,no,0,1,Mass Market
55,self-employed,married,secondary,39,no,no,unknown,jun,20,1,-1,0,unknown,no,0,1,Mass Market
38,blue-collar,divorced,secondary,2641,no,no,unknown,jun,67,1,-1,0,unknown,no,0,1,Mass Market
35,technician,married,secondary,1255,no,no,unknown,jun,445,2,-1,0,unknown,no,0,1,Mass Market
37,blue-collar,married,secondary,647,yes,no,unknown,jun,41,1,-1,0,unknown,no,0,1,Mass Market
36,management,married,secondary,1989,no,no,unknown,jun,344,2,-1,0,unknown,no,0,1,Mass Market
51,blue-collar,divorced,primary,886,no,no,unknown,jun,167,1,-1,0,unknown,no,0,1,Mass Market
38,blue-collar,single,tertiary,18,no,no,unknown,jun,605,5,-1,0,unknown,no,0,1,Mass Market
36,admin.,single,tertiary,1568,no,no,unknown,jun,433,2,-1,0,unknown,no,0,1,Mass Market
51,housemaid,married,primary,1382,no,no,unknown,jun,226,1,-1,0,unknown,no,0,1,Mass Market
43,blue-collar,married,primary,103,yes,no,unknown,jun,179,2,-1,0,unknown,no,0,1,Mass Market
48,management,single,tertiary,1437,yes,yes,unknown,jun,34,2,-1,0,unknown,no,0,1,Mass Market
45,housemaid,married,primary,0,no,yes,unknown,jun,161,1,-1,0,unknown,no,0,1,Mass Market
46,services,married,secondary,0,no,no,unknown,jun,77,5,-1,0,unknown,no,0,1,Mass Market
42,blue-collar,married,unknown,524,no,no,unknown,jun,220,1,-1,0,unknown,no,0,1,Mass Market
60,housemaid,married,primary,352,no,yes,unknown,jun,81,2,-1,0,unknown,no,0,1,Mass Market
56,management,divorced,secondary,278,yes,no,unknown,jun,269,1,-1,0,unknown,no,0,1,Mass Market
42,self-employed,married,tertiary,753,no,no,unknown,jun,31,1,-1,0,unknown,no,0,1,Mass Market
40,blue-collar,married,primary,-158,yes,yes,unknown,jun,59,1,-1,0,unknown,no,0,1,Mass Market
43,self-employed,married,secondary,104,no,no,unknown,jun,332,1,-1,0,unknown,no,0,1,Mass Market
39,management,single,secondary,1103,no,no,unknown,jun,24,1,-1,0,unknown,no,0,1,Mass Market
58,self-employed,married,primary,671,yes,no,unknown,jun,16,3,-1,0,unknown,no,0,1,Mass Market
38,unemployed,divorced,secondary,258,no,no,unknown,jun,88,2,-1,0,unknown,no,0,1,Mass Market
53,blue-collar,married,primary,1100,yes,no,unknown,jun,714,2,-1,0,unknown,no,0,1,Mass Market
46,blue-collar,married,secondary,7,no,no,unknown,jun,110,2,-1,0,unknown,no,0,1,Mass Market
54,retired,single,secondary,515,yes,no,unknown,jun,205,1,-1,0,unknown,no,0,1,Mass Market
44,blue-collar,married,primary,711,no,no,unknown,jun,291,1,-1,0,unknown,no,0,1,Mass Market
48,services,married,secondary,7434,no,no,unknown,jun,986,1,-1,0,unknown,no,0,1,Mass Market
40,self-employed,married,tertiary,1603,no,no,unknown,jun,279,1,-1,0,unknown,no,0,1,Mass Market
33,self-employed,divorced,secondary,969,yes,no,unknown,jun,166,2,-1,0,unknown,no,0,1,Mass Market
36,admin.,single,secondary,787,no,no,unknown,jun,92,1,-1,0,unknown,no,0,1,Mass Market
49,retired,divorced,primary,150,no,no,unknown,jun,254,1,-1,0,unknown,no,0,1,Mass Market
32,services,single,secondary,914,yes,no,unknown,jun,236,2,-1,0,unknown,no,0,1,Mass Market
40,management,married,secondary,752,no,yes,unknown,jun,717,1,-1,0,unknown,no,0,1,Mass Market
36,blue-collar,divorced,primary,553,no,no,unknown,jun,19,4,-1,0,unknown,no,0,1,Mass Market
37,entrepreneur,single,secondary,926,no,no,unknown,jun,93,2,-1,0,unknown,no,0,1,Mass Market
50,management,married,tertiary,557,yes,no,unknown,jun,200,4,-1,0,unknown,no,0,1,Mass Market
38,blue-collar,married,unknown,5830,no,no,unknown,jun,176,3,-1,0,unknown,no,0,1,Mass Market
50,housemaid,married,tertiary,6181,no,no,unknown,jun,1162,2,-1,0,unknown,no,0,1,Mass Market
56,management,divorced,tertiary,4266,yes,no,unknown,jun,490,4,-1,0,unknown,yes,1,1,Mass Market
38,technician,single,tertiary,110,no,no,unknown,jun,1051,3,-1,0,unknown,yes,1,1,Mass Market
59,management,divorced,tertiary,0,no,no,unknown,jun,437,2,-1,0,unknown,no,0,1,Mass Market
52,housemaid,divorced,secondary,334,yes,no,unknown,jun,422,9,-1,0,unknown,no,0,1,Mass Market
59,retired,married,secondary,3,no,no,unknown,jun,1199,2,-1,0,unknown,no,0,1,Mass Market
44,housemaid,married,primary,3706,no,no,unknown,jun,209,3,-1,0,unknown,no,0,1,Mass Market
55,entrepreneur,married,secondary,5838,no,no,unknown,jun,115,2,-1,0,unknown,no,0,1,Mass Market
37,unemployed,married,secondary,830,no,no,unknown,jun,292,3,-1,0,unknown,no,0,1,Mass Market
40,blue-collar,married,primary,-616,yes,no,unknown,jun,370,2,-1,0,unknown,no,0,1,Mass Market
44,technician,divorced,secondary,268,no,no,unknown,jun,108,6,-1,0,unknown,no,0,1,Mass Market
35,blue-collar,married,unknown,53,no,no,unknown,jun,495,2,-1,0,unknown,no,0,1,Mass Market
59,retired,married,secondary,2703,no,yes,unknown,jun,249,2,-1,0,unknown,no,0,1,Mass Market
38,student,single,tertiary,3316,no,no,unknown,jun,1345,3,-1,0,unknown,yes,1,1,Mass Market
41,blue-collar,married,primary,402,no,no,unknown,jun,114,17,-1,0,unknown,no,0,1,Mass Market
50,blue-collar,divorced,primary,608,yes,no,unknown,jun,107,4,-1,0,unknown,no,0,1,Mass Market
46,entrepreneur,married,tertiary,120,no,no,unknown,jun,171,4,-1,0,unknown,no,0,1,Mass Market
41,services,married,secondary,1483,yes,no,unknown,jun,66,4,-1,0,unknown,no,0,1,Mass Market
57,entrepreneur,married,secondary,926,no,no,unknown,jun,447,3,-1,0,unknown,no,0,1,Mass Market
57,services,married,secondary,2745,yes,no,unknown,jun,167,2,-1,0,unknown,no,0,1,Mass Market
35,entrepreneur,single,tertiary,-49,no,no,unknown,jun,668,8,-1,0,unknown,no,0,1,Mass Market
55,services,married,secondary,752,no,no,unknown,jun,204,2,-1,0,unknown,no,0,1,Mass Market
42,student,married,unknown,2374,no,no,unknown,jun,158,2,-1,0,unknown,no,0,1,Mass Market
36,services,single,secondary,99,no,no,unknown,jun,256,9,-1,0,unknown,no,0,1,Mass Market
40,management,married,secondary,106,no,no,unknown,jun,676,2,-1,0,unknown,yes,1,1,Mass Market
36,technician,married,tertiary,404,no,no,unknown,jun,63,2,-1,0,unknown,no,0,1,Mass Market
39,blue-collar,married,secondary,2239,no,no,unknown,jun,133,2,-1,0,unknown,no,0,1,Mass Market
37,management,married,tertiary,1170,no,yes,unknown,jun,153,3,-1,0,unknown,no,0,1,Mass Market
38,management,married,tertiary,12877,no,no,unknown,jun,118,3,-1,0,unknown,no,0,1,Mass Market
31,services,married,secondary,440,yes,no,unknown,jun,117,3,-1,0,unknown,no,0,1,Mass Market
40,blue-collar,married,secondary,1318,yes,no,unknown,jun,681,2,-1,0,unknown,no,0,1,Mass Market
36,entrepreneur,divorced,secondary,251,no,no,unknown,jun,59,6,-1,0,unknown,no,0,1,Mass Market
39,self-employed,married,secondary,1317,no,no,unknown,jun,42,4,-1,0,unknown,no,0,1,Mass Market
36,self-employed,married,tertiary,4515,yes,no,unknown,jun,408,2,-1,0,unknown,no,0,1,Mass Market
49,admin.,married,secondary,652,no,yes,unknown,jun,127,2,-1,0,unknown,no,0,1,Mass Market
48,admin.,married,secondary,306,no,yes,unknown,jun,314,2,-1,0,unknown,no,0,1,Mass Market
48,management,divorced,secondary,720,yes,no,unknown,jun,277,2,-1,0,unknown,no,0,1,Mass Market
40,housemaid,married,primary,322,no,no,unknown,jun,140,2,-1,0,unknown,no,0,1,Mass Market
30,services,married,unknown,4471,yes,no,unknown,jun,424,2,-1,0,unknown,no,0,1,Mass Market
48,management,married,tertiary,6613,no,no,unknown,jun,159,3,-1,0,unknown,no,0,1,Mass Market
39,blue-collar,married,primary,2303,yes,no,unknown,jun,775,3,-1,0,unknown,yes,1,1,Mass Market
44,blue-collar,single,primary,99,no,no,unknown,jun,187,7,-1,0,unknown,no,0,1,Mass Market
34,technician,single,secondary,-269,yes,no,unknown,jun,102,3,-1,0,unknown,no,0,1,Mass Market
60,management,married,tertiary,3301,no,no,unknown,jun,2621,3,-1,0,unknown,yes,1,1,Mass Market
53,blue-collar,single,primary,354,yes,no,unknown,jun,96,2,-1,0,unknown,no,0,1,Mass Market
37,self-employed,single,tertiary,556,no,no,unknown,jun,200,2,-1,0,unknown,no,0,1,Mass Market
56,entrepreneur,divorced,tertiary,22946,no,no,unknown,jun,75,3,-1,0,unknown,no,0,1,Mass Market
32,services,single,secondary,1364,yes,yes,unknown,jun,85,5,-1,0,unknown,no,0,1,Mass Market
49,unemployed,married,secondary,4110,no,no,unknown,jun,50,2,-1,0,unknown,no,0,1,Mass Market
56,blue-collar,married,secondary,2409,no,no,unknown,jun,173,2,-1,0,unknown,no,0,1,Mass Market
47,admin.,married,secondary,726,no,no,unknown,jun,60,3,-1,0,unknown,no,0,1,Mass Market
48,technician,married,secondary,178,yes,no,unknown,jun,320,4,-1,0,unknown,no,0,1,Mass Market
38,blue-collar,married,primary,265,no,no,unknown,jun,854,3,-1,0,unknown,no,0,1,Mass Market
36,housemaid,married,primary,758,no,no,unknown,jun,236,2,-1,0,unknown,no,0,1,Mass Market
43,housemaid,single,primary,1354,no,no,unknown,jun,183,2,-1,0,unknown,no,0,1,Mass Market
55,admin.,divorced,secondary,0,no,no,unknown,jun,76,2,-1,0,unknown,no,0,1,Mass Market
39,technician,married,secondary,-184,no,yes,unknown,jun,185,3,-1,0,unknown,no,0,1,Mass Market
59,services,married,primary,124,no,no,unknown,jun,41,2,-1,0,unknown,no,0,1,Mass Market
56,retired,married,primary,1126,no,no,unknown,jun,39,3,-1,0,unknown,no,0,1,Mass Market
49,unknown,single,tertiary,2226,no,no,unknown,jun,138,3,-1,0,unknown,no,0,1,Mass Market
37,services,divorced,secondary,9,yes,yes,unknown,jun,411,6,-1,0,unknown,no,0,1,Mass Market
51,technician,married,tertiary,1911,yes,yes,unknown,jun,394,3,-1,0,unknown,no,0,1,Mass Market
51,self-employed,divorced,tertiary,5244,no,no,unknown,jun,266,2,-1,0,unknown,no,0,1,Mass Market
54,retired,married,secondary,1614,yes,no,unknown,jun,534,4,-1,0,unknown,no,0,1,Mass Market
52,services,married,tertiary,2801,yes,yes,unknown,jun,311,2,-1,0,unknown,no,0,1,Mass Market
38,unemployed,married,secondary,926,no,no,unknown,jun,705,5,-1,0,unknown,no,0,1,Mass Market
